timestamp,steps,bpm
2021-02-20 3,0,60.92728
2021-02-20 4,0,68.33331667
2021-02-20 5,0,62.27274
2021-02-20 6,0,65.07576667
2021-02-20 7,0,70.34544
2021-02-20 8,0,66.19695
2021-02-20 9,0,69.34546
2021-02-20 10,0,66.00002
2021-02-20 11,212,82.81816667
2021-02-20 14,682,84.4091
2021-02-20 15,58,72.89896667
2021-02-20 16,0,72.5
2021-02-20 17,3760,118.4035
2021-02-20 18,1093,93
2021-02-20 19,0,88.5
2021-02-20 21,141,76.95455
2021-02-20 22,73,71.49998333
2021-02-20 23,41,67.28572
2021-02-21 0,0,66.65151667
2021-02-21 1,0,67.98182
2021-02-21 2,0,63.84848333
2021-02-21 3,0,63.65454
2021-02-21 4,0,63.75756667
2021-02-21 5,0,63.36364
2021-02-21 6,0,60.86363333
2021-02-21 7,0,63.43638
2021-02-21 8,0,61.86363333
2021-02-21 9,10,65.4909
2021-02-21 10,82,69.16362
2021-02-21 11,69,67.59091667
2021-02-21 12,120,78.44546
2021-02-21 13,0,68
2021-02-21 14,203,87.4909
2021-02-21 15,6,71.21818
2021-02-21 16,15,68.34846667
2021-02-21 17,56,69.23636
2021-02-21 18,60,73.24241667
2021-02-21 19,173,80.2909
2021-02-21 20,8,83.1
2021-02-21 21,66,74.3636
2021-02-21 22,101,69.72726667
2021-02-21 23,0,67.61516
2021-02-22 0,721,68.70201667
2021-02-22 1,5,62.74546
2021-02-22 2,10,65.5
2021-02-22 3,15,64.76364
2021-02-22 4,0,66.74243333
2021-02-22 5,0,61.7818
2021-02-22 6,0,63.5909
2021-02-22 7,14,66.5818
2021-02-22 8,11,68.15151667
2021-02-22 9,0,65.6909
2021-02-22 10,0,64.52728
2021-02-22 11,59,73.02693333
2021-02-22 12,0,72.58182
2021-02-22 13,122,69.04546667
2021-02-22 14,70,69.38184
2021-02-22 15,0,69.16666667
2021-02-22 16,32,69.2
2021-02-22 17,0,69.65153333
2021-02-22 18,9,68.87274
2021-02-22 19,0,69
